鄉鎮市區.x,...1,Unnamed..0,學校級別,代碼,School,City,地址,電話,地區屬性,longitude,latitude,newLat,newLng,isInService_foodpanda,inServiceUber
土城區,50,50,國民小學,14646,市立土城國小,新北市,[236]新北市土城區興城路17號,(02)22700177,,121.54844,25.039328,24.9712795,121.4424151,1,1
蘆洲區,186,186,國民小學,14787,市立仁愛國小,新北市,[247]新北市蘆洲區民族路488號,(02)22838815,,121.831967,25.029033,25.091179,121.4706203,1,1
汐止區,54,54,國民小學,14650,市立汐止國小,新北市,[221]新北市汐止區大同路二段313號,(02)26477271,,121.51537,25.057911,25.0667325,121.6549682,1,1
淡水區,214,214,國民小學,14817,市立新市國小,新北市,[251]新北市淡水區中山北路二段200號,(02)26262141,,121.447166,25.04507,25.1864213,121.4443784,1,1
林口區,149,149,國民小學,14750,市立南勢國小,新北市,[244]新北市林口區南勢五街2號,(02)26091020,偏遠,121.650945,25.208406,25.0749024,121.358273,1,1
三峽區,30,30,國民小學,14626,市立民義國小,新北市,[237]新北市三峽區嘉添里白雞路40號,(02)26711895,偏遠,120.641855,24.186529,24.9120929,121.3755087,1,1
板橋區,6,6,國民小學,14601,市立板橋國小,新北市,[220]新北市板橋區黃石里文化路一段23號,(02)29686834,,121.613612,24.007373,25.0108349,121.4581976,1,1
新莊區,132,132,國民小學,14733,市立國泰國小,新北市,[242]新北市新莊區中正路386號,(02)29043693,,121.51158,25.015518,25.0342275,121.441712,1,1
泰山區,194,194,國民小學,14795,市立同榮國小,新北市,[243]新北市泰山區公園路33號,(02)22968551,,121.726942,25.023163,25.0544124,121.4284979,1,1
鶯歌區,176,176,國民小學,14777,市立建國國小,新北市,[239]新北市鶯歌區育英街2號,(02)26709228,,121.821477,25.116827,24.9550043,121.3468024,1,1
中和區,43,43,國民小學,14639,市立錦和國小,新北市,[235]新北市中和區圓通路292號,(02)22479495,,120.17939,22.987526,24.9892713,121.4895915,1,1
樹林區,21,21,國民小學,14617,市立山佳國小,新北市,[238]新北市樹林區中山路三段5號,(02)26806673,,120.607816,24.182324,24.9754914,121.4017467,1,1
坪林區,85,85,國民小學,14682,市立坪林國小,新北市,[232]新北市坪林區坪林里坪林街114號,(02)26656213,偏遠,121.521642,25.007061,24.9363439,121.7110847,1,0
新店區,71,71,國民小學,14667,市立直潭國小,新北市,[231]新北市新店區直潭路92號,(02)26667278,偏遠,121.504569,25.139958,24.9377859,121.5317482,1,0
新店區,70,70,國民小學,14666,市立新店國小,新北市,[231]新北市新店區新店路2號,(02)29103483,,121.523048,25.087015,24.9529217,121.5402517,1,1
淡水區,112,112,國民小學,14713,市立育英國小,新北市,[251]新北市淡水區埤島里14號,(02)26214390,偏遠,121.335053,24.96914,25.214035,121.462287,1,0
八里區,145,145,國民小學,14746,市立八里國小,新北市,[249]新北市八里區舊城里中山路二段338號,(02)26102217,,121.699896,25.05997,25.1500909,121.4039408,1,1
石碇區,82,82,國民小學,14678,市立和平國小,新北市,[223]新北市石碇區隆盛里八分寮5號,(02)26631405,偏遠,120.338791,22.626491,25.012518,121.642445,1,1
中正區,2415,2415,國民小學,353608,臺北市立大學附小,臺北市,[100]臺北市中正區黎明里公園路29號,(02)23110395,,121.515255,25.036314,25.0358766,121.5162805,1,1
南港區,2464,2464,國民小學,393605,市立胡適國小,臺北市,[115]臺北市南港區中研里舊莊街1段1號,(02)27824949,,121.61721,25.042399,25.041386,121.618666,1,1
信義區,2374,2374,國民小學,323601,市立興雅國小,臺北市,[110]臺北市信義區雅祥里基隆路1段83巷9號,(02)27618156,,121.570074,25.046767,25.0332738,121.5731167,1,1
萬華區,2427,2427,國民小學,373602,市立雙園國小,臺北市,[108]臺北市萬華區雙園里莒光路315號,(02)23061893,,121.498158,25.030937,25.0308183,121.4985878,1,1
中山區,2402,2402,國民小學,343606,市立大佳國小,臺北市,[104]臺北市中山區大佳里6鄰濱江街107號,(02)25035816,,121.535954,25.073303,25.0733728,121.5360181,1,1
內湖區,2468,2468,國民小學,403602,市立碧湖國小,臺北市,[114]臺北市內湖區內湖里金龍路100號,(02)27907161,,121.591108,25.085302,25.0853115,121.5911103,1,1
松山區,2370,2370,國民小學,313606,市立民權國小,臺北市,[105]臺北市松山區民權東路四段200號,(02)27652327,,121.562298,25.062508,25.0625273,121.562343,1,1
大安區,2383,2383,國民小學,330601,國立臺北教大實小,臺北市,[106]臺北市大安區龍淵里和平東路2段94號,(02)27356186,,121.540887,25.025005,25.0247436,121.5411483,1,1
大同區,2424,2424,國民小學,363609,市立大橋國小,臺北市,[103]臺北市大同區隆和里重慶北路3段2號,(02)25944413,,121.513379,25.064287,25.0634649,121.5127785,1,1
文山區,2456,2456,國民小學,383616,市立萬興國小,臺北市,[116]臺北市文山區萬興里秀明路2段114號,(02)29381721,,121.576625,24.990433,24.9904294,121.5765927,1,1
北投區,2507,2507,國民小學,423607,市立泉源國小,臺北市,[112]臺北市北投區泉源里東昇路34號,(02)28951258,,121.524337,25.149207,25.1493002,121.5244264,1,0
北投區,2512,2512,國民小學,423612,市立義方國小,臺北市,[112]臺北市北投區珠海路155號,(02)28917433,,121.509274,25.142037,25.1420469,121.5093048,1,1
士林區,2499,2499,國民小學,413619,市立三玉國小,臺北市,[111]臺北市士林區三玉里天母東路116號,(02)28751369,,121.537323,25.117995,25.1178607,121.5372679,1,1
新營區,1559,1559,國民小學,114733,市立南梓國小,臺南市,[730]臺南市新營區建業路191號,(06)6562904,,120.375649,23.794096,23.2982679,120.2986916,1,1
麻豆區,1496,1496,國民小學,114660,市立培文國小,臺南市,[721]臺南市麻豆區和平路11號,(06)5722169,,120.602403,23.74401,23.1787888,120.2470532,1,1
善化區,1483,1483,國民小學,114647,市立善化國小,臺南市,[741]臺南市善化區進學路63號,(06)5817020,,120.554463,23.626131,23.1356972,120.2890022,1,1
新營區,1600,1600,國民小學,114781,市立新泰國小,臺南市,[730]臺南市新營區東學路77號,(06)6330496,,120.199597,23.65297,23.3155889,120.3262028,1,1
仁德區,1447,1447,國民小學,114607,市立德南國小,臺南市,[717]臺南市仁德區後壁里中正路二段209號,(06)2794772,,120.950278,23.785727,22.9487584,120.2511264,1,1
歸仁區,1603,1603,國民小學,114785,市立紅瓦厝國小,臺南市,[711]臺南市歸仁區信義南路100號,(06)2309012,,120.183306,23.587083,22.9626153,120.2989197,1,1
中西區,2333,2333,國民小學,213614,市立協進國小,臺南市,[700]臺南市中西區金華路四段17號,(06)2223369,,120.193961,22.99723,22.9972259,120.1940913,1,1
鹽水區,1566,1566,國民小學,114740,市立月津國小,臺南市,[737]臺南市鹽水區月津路16號,(06)6521113,,120.308915,23.764007,23.315883,120.266373,1,1
鹽水區,1568,1568,國民小學,114743,市立仁光國小,臺南市,[737]臺南市鹽水區舊營里117號,(06)6523620,偏遠,120.355751,23.785526,23.2982122,120.2599266,1,0
將軍區,1525,1525,國民小學,114693,市立將軍國小,臺南市,[725]臺南市將軍區將貴里58號,(06)7942034,,120.485142,23.729057,23.2067064,120.1401654,1,0
下營區,1541,1541,國民小學,114711,市立下營國小,臺南市,[735]臺南市下營區仁里里13鄰中山路二段72號,(06)6892181,,120.265742,23.711561,23.2314709,120.2616162,1,0
善化區,1487,1487,國民小學,114651,市立陽明國小,臺南市,[741]臺南市善化區胡家里300號,(06)5817165,,120.631068,23.604213,23.1508594,120.2714642,1,0
關廟區,1459,1459,國民小學,114619,市立新光國小,臺南市,[718]臺南市關廟區新光街76號,(06)5952419,偏遠,121.076248,23.946871,22.9719016,120.3528226,1,0
大園區,319,319,國民小學,34625,市立圳頭國小,桃園市,[337]桃園市大園區中華路261號,(03)3862504,,121.380362,24.43738,25.0725857,121.2050445,1,1
蘆竹區,308,308,國民小學,34614,市立公埔國小,桃園市,[338]桃園市蘆竹區南山路二段448號,(03)3243852,,121.763498,24.654738,25.0717591,121.2859943,1,1
龜山區,334,334,國民小學,34640,市立大埔國小,桃園市,[333]桃園市龜山區振興路1169號,(03)3298329,偏遠,121.297506,25.000417,25.0296641,121.3749706,1,1
新屋區,397,397,國民小學,34703,市立東明國小,桃園市,[327]桃園市新屋區中山西路一段474號,(03)4772500,,121.292256,24.92071,24.9762512,121.0849066,1,1
觀音區,414,414,國民小學,34720,市立富林國小,桃園市,[328]桃園市觀音區富林里五鄰8號之2,(03)4839049,,121.229533,24.941973,25.0366077,121.1223488,1,1
中壢區,438,438,國民小學,34745,市立興國國小,桃園市,[320]桃園市中壢區元化路二段62號,(03)4258158,,121.166988,24.848182,24.9635147,121.2213024,1,1
龍潭區,291,291,國民小學,31601,私立福祿貝爾國小,桃園市,[325]桃園市龍潭區金龍路223號,(03)4899899,,121.728973,24.762816,24.8539539,121.2147221,1,1
楊梅區,390,390,國民小學,34696,市立水美國小,桃園市,[326]桃園市楊梅區水美里楊新路一段410號,(03)4782770,,121.282096,24.855884,24.9187658,121.1372109,1,1
大溪區,456,456,國民小學,34763,市立田心國小,桃園市,[335]桃園市大溪區文化路120號,(03)3872008,,121.2979,25.021439,24.8808439,121.2922744,1,1
八德區,347,347,國民小學,34653,市立廣興國小,桃園市,[334]桃園市八德區廣興里十六鄰雙連坡1-1號,(03)3666007,,121.300935,25.050201,24.9568739,121.2826641,1,1
桃園區,294,294,國民小學,31604,私立康萊爾國(中)小,桃園市,[330]桃園市桃園區力行路288巷8號,(03)3026889,,121.687545,24.718716,24.9997496,121.2968892,1,1
龜山區,337,337,國民小學,34643,市立龍壽國小,桃園市,[333]桃園市龜山區龍壽里龍校街30號,(03)3296554,偏遠,121.286959,25.009461,25.0110923,121.3879948,1,0
楊梅區,388,388,國民小學,34694,市立瑞原國小,桃園市,[326]桃園市楊梅區民安路1號,(03)4723280,偏遠,121.286547,24.884905,24.9260585,121.1037044,1,0
大溪區,359,359,國民小學,34665,市立永福國小,桃園市,[335]桃園市大溪區永福里信義路十二鄰1165號,(03)3883709,偏遠,121.204302,25.071737,24.894939,121.31885,1,0
苓雅區,2654,2654,附設國民小學,580301,國立高師大附中附設國小,高雄市,[802]高雄市苓雅區凱旋二路89號,(07)7613875,,120.322109,22.626516,22.6264895,120.3218838,1,1
三民區,2549,2549,國民小學,553603,市立愛國國小,高雄市,[807]高雄市三民區十全一路1號,(07)3161191,,120.313676,22.644535,22.6445763,120.313442,1,1
左營區,2527,2527,國民小學,533602,市立舊城國小,高雄市,[813]高雄市左營區蓮潭路47號,(07)5810017,,120.292937,22.683141,22.6831518,120.2929535,1,1
鼓山區,2525,2525,國民小學,523607,市立九如國小,高雄市,[804]高雄市鼓山區九如四路763號,(07)5317186,,120.278712,22.652148,22.6522414,120.278776,1,1
前鎮區,2585,2585,國民小學,593611,市立鎮昌國小,高雄市,[806]高雄市前鎮區樹人路261號,(07)8116575,,120.317983,22.590548,22.5903341,120.3181616,1,1
小港區,2598,2598,國民小學,613608,市立二苓國小,高雄市,[812]高雄市小港區立群路6號,(07)8016837,,120.353258,22.56379,22.5640784,120.3532557,1,1
鹽埕區,2516,2516,國民小學,513601,市立鹽埕國小,高雄市,[803]高雄市鹽埕區五福四路183號,(07)5210626,,120.282912,22.623692,22.6231358,120.2826852,1,1
新興區,2561,2561,國民小學,563601,市立新興區新興國小,高雄市,[800]高雄市新興區民生一路321號,(07)2412119,,120.304527,22.626018,22.6270621,120.3049736,1,1
仁武區,1637,1637,國民小學,124634,市立仁武國小,高雄市,[814]高雄市仁武區中正路94號,(07)3711126#10,,120.260252,22.990334,22.7013972,120.3484632,1,1
鳥松區,1643,1643,國民小學,124640,市立鳥松國小,高雄市,[833]高雄市鳥松區鳥松里文前路32號,(07)7321780,,120.296484,22.970048,22.6633324,120.3613859,1,1
楠梓區,2543,2543,國民小學,543606,市立加昌國小,高雄市,[811]高雄市楠梓區樂群路220號,(07)3627169,,120.296547,22.720392,22.7204868,120.2965431,1,1
鳳山區,1735,1735,國民小學,124740,市立鳳西國小,高雄市,[830]高雄市鳳山區光華東路100號,(07)7400773,,120.260519,23.231561,22.6175524,120.3587116,1,1
大寮區,1628,1628,國民小學,124625,市立大寮國小,高雄市,[831]高雄市大寮區大寮路740號,(07)7881652,,120.152166,23.378925,22.5910405,120.416475,1,1
湖內區,1677,1677,國民小學,124677,市立海埔國小,高雄市,[829]高雄市湖內區海埔里忠孝街256號,(07)6992346,,120.288778,23.135688,22.8955266,120.2254002,1,0
大樹區,2641,2641,附設國民小學,121320,私立義大國際高中附設國小,高雄市,[840]高雄市大樹區學城路1段6號,(07)6577115,,120.40491,22.728386,22.7271392,120.4058246,1,0
旗山區,1693,1693,國民小學,124693,市立旗尾國小,高雄市,[842]高雄市旗山區東平里延平二路19號,(07)6616708,,120.246216,23.160279,22.8818724,120.4919646,1,1
竹北市,512,512,國民小學,44630,縣立新社國小,新竹縣,[302]新竹縣竹北市新社里40號,(03)5552026,,120.698259,24.042264,24.8448597,120.9983863,1,1
竹東鎮,501,501,國民小學,44619,縣立竹東國小,新竹縣,[310]新竹縣竹東鎮康寧街1號,(03)5962025,,120.700437,24.093058,24.7358325,121.088034,1,1
香山區,2218,2218,國民小學,183620,市立朝山國小,新竹市,[300]新竹市香山區中華路五段648巷126號,(03)5374304,,120.91402,24.765693,24.7658411,120.9139765,1,0
新豐鄉,533,533,國民小學,44651,縣立新豐國小,新竹縣,[304]新竹縣新豐鄉重興村明德巷13號,(03)5592081,,121.34568,24.99765,24.9010833,120.987678,1,1
關西鎮,484,484,國民小學,44602,縣立東安國小,新竹縣,[306]新竹縣關西鎮東安里中山東路40號,(03)5872177,,121.292969,25.021126,24.7894404,121.1832507,1,0
